Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
9,07-05-2010,1665563.91,0,72.71,2.796,212.3109206,8.106
9,14-05-2010,1543665.7,0,74.66,2.812,212.4479206,8.106
9,21-05-2010,1536614.13,0,75.66,2.817,212.5849206,8.106
9,28-05-2010,1602175.72,0,73.57,2.894,212.7219206,8.106
9,04-06-2010,1611987.59,0,76.47,2.941,212.8589206,8.106
9,11-06-2010,1622598.65,0,76.57,2.952,212.9959206,8.106
9,18-06-2010,1632289.32,0,77.67,2.93,213.1329206,8.106
9,25-06-2010,1542329.25,0,78.12,2.923,213.2699206,8.106
9,02-07-2010,1560882.5,0,79.66,2.921,213.4069206,8.106
9,09-07-2010,1630700.61,0,80.17,2.97,213.0544206,8.106
9,16-07-2010,1798227.37,0,80.81,2.985,212.7019206,8.106
9,23-07-2010,2031992.23,0,81.26,3.025,212.3494206,8.106
9,30-07-2010,2137764.91,0,81.74,3.02,211.9969206,8.106
9,06-08-2010,2115543.57,0,80.01,3.052,211.6444206,8.106
9,13-08-2010,2145474.53,0,78.12,3.076,211.2919206,8.106
9,20-08-2010,2319147.59,0,76.41,3.052,211.4789206,8.106
9,27-08-2010,1780921.59,0,78.34,3.032,211.6659206,8.106
9,03-09-2010,1643690.9,0,80.44,3.094,211.8529206,8.106
9,10-09-2010,1641957.44,0,80.89,3.076,212.0399206,8.106
9,17-09-2010,1611968.17,0,79.42,3.07,212.2269206,8.106
9,24-09-2010,1409727.59,0,78.97,3.059,212.4139206,8.106
9,01-10-2010,1554806.68,0,77.43,3.023,212.6009206,8.106
9,08-10-2010,1439541.59,0,73.65,3.022,212.7879206,8.106
9,15-10-2010,1472515.79,0,72.08,3.001,213.3034206,8.106
9,22-10-2010,1404429.26,0,69.28,2.969,213.8189206,8.106
9,29-10-2010,1594968.28,0,66.78,2.939,214.3344206,8.106
9,05-11-2010,1545418.71,0,63.22,2.924,214.8499206,8.106
9,12-11-2010,1466947.73,0,59.52,2.917,215.1534206,8.106
9,19-11-2010,1488572.99,0,60.47,2.993,215.4569206,8.106
9,26-11-2010,1577789.41,1,57.64,3.022,215.7604206,8.106
9,03-12-2010,1520679.02,0,51.44,3.046,215.8204206,8.106
9,10-12-2010,1519316.55,0,49.52,3.07,215.8804206,8.106
9,17-12-2010,1490599.91,0,51.42,3.091,215.9404206,8.106
9,24-12-2010,1526068.39,0,52.81,3.167,216.0004206,8.106
9,31-12-2010,1439348.93,0,47.61,3.159,216.0604206,8.106
10,05-02-2010,1548170.88,0,42.31,2.572,211.0963582,8.106
10,12-02-2010,1479727.94,1,38.51,2.548,211.2421698,8.106
10,19-02-2010,1542114.72,0,39.93,2.514,211.2891429,8.106
10,26-02-2010,1449890.5,0,46.63,2.561,211.3196429,8.106
10,05-03-2010,1454340.37,0,46.5,2.625,211.3501786,8.106
10,12-03-2010,1432879.93,0,57.79,2.667,211.3806786,8.106
10,19-03-2010,1604982.51,0,54.58,2.72,211.215635,8.106
10,26-03-2010,1633236.85,0,51.45,2.732,211.0180635,8.106
10,02-04-2010,1585857.98,0,62.27,2.719,210.8204921,8.106
10,09-04-2010,1558665.72,0,65.86,2.77,210.6229206,8.106
10,16-04-2010,1584015.42,0,60.52,2.808,211.1399206,8.106
10,23-04-2010,1665563.91,0,63.37,2.795,211.6569206,8.106
10,30-04-2010,1543665.7,0,68.78,2.812,212.1739206,8.106
10,07-05-2010,1536614.13,0,72.71,2.796,212.3109206,8.106
10,14-05-2010,1602175.72,0,74.66,2.812,212.4479206,8.106
10,21-05-2010,1611987.59,0,75.66,2.817,212.5849206,8.106
10,28-05-2010,1622598.65,0,73.57,2.894,212.7219206,8.106
10,04-06-2010,1632289.32,0,76.47,2.941,212.8589206,8.106
10,11-06-2010,1542329.25,0,76.57,2.952,212.9959206,8.106
10,18-06-2010,1560882.5,0,77.67,2.93,213.1329206,8.106
10,25-06-2010,1630700.61,0,78.12,2.923,213.2699206,8.106
10,02-07-2010,1798227.37,0,79.66,2.921,213.4069206,8.106
10,09-07-2010,2031992.23,0,80.17,2.97,213.0544206,8.106
10,16-07-2010,2137764.91,0,80.81,2.985,212.7019206,8.106
10,23-07-2010,2115543.57,0,81.26,3.025,212.3494206,8.106
10,30-07-2010,2145474.53,0,81.74,3.02,211.9969206,8.106
10,06-08-2010,2319147.59,0,80.01,3.052,211.6444206,8.106
10,13-08-2010,1780921.59,0,78.12,3.076,211.2919206,8.106
10,20-08-2010,1643690.9,0,76.41,3.052,211.4789206,8.106
10,27-08-2010,1641957.44,0,78.34,3.032,211.6659206,8.106
10,03-09-2010,1611968.17,0,80.44,3.094,211.8529206,8.106
10,10-09-2010,1409727.59,0,80.89,3.076,212.0399206,8.106
10,17-09-2010,1554806.68,0,79.42,3.07,212.2269206,8.106
10,24-09-2010,1439541.59,0,78.97,3.059,212.4139206,8.106
10,01-10-2010,1472515.79,0,77.43,3.023,212.6009206,8.106
10,08-10-2010,1404429.26,0,73.65,3.022,212.7879206,8.106
10,15-10-2010,1594968.28,0,72.08,3.001,213.3034206,8.106
10,22-10-2010,1545418.71,0,69.28,2.969,213.8189206,8.106
10,29-10-2010,1466947.73,0,66.78,2.939,214.3344206,8.106
10,05-11-2010,1488572.99,0,63.22,2.924,214.8499206,8.106
10,12-11-2010,1577789.41,0,59.52,2.917,215.1534206,8.106
10,19-11-2010,1520679.02,0,60.47,2.993,215.4569206,8.106
10,26-11-2010,1519316.55,1,57.64,3.022,215.7604206,8.106
10,03-12-2010,1490599.91,0,51.44,3.046,215.8204206,8.106
10,10-12-2010,1526068.39,0,49.52,3.07,215.8804206,8.106
10,17-12-2010,1439348.93,0,51.42,3.091,215.9404206,8.106
10,24-12-2010,1548170.88,0,52.81,3.167,216.0004206,8.106
10,31-12-2010,1479727.94,0,47.61,3.159,216.0604206,8.106
